City_Code,Accomodation_Type,Reco_Insurance_Type,Is_Spouse,Health Indicator,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response,Age
C2,Rented,Individual,No,X2,4.0,2.0,20,9984.0,0,28
C4,Rented,Individual,No,X4,6.0,1.0,7,5312.0,0,28
C15,Rented,Individual,No,X9,15.0,4.0,15,12826.0,0,42
C9,Owned,Individual,No,X2,1.0,2.0,20,5248.0,1,29
C15,Rented,Individual,No,X2,5.0,3.0,19,7860.0,0,27
C3,Rented,Joint,Yes,X1,5.0,3.0,9,8588.8,0,26
C5,Owned,Individual,No,X2,15.0,2.0,20,15936.0,0,52
C24,Rented,Joint,Yes,X3,5.0,3.0,20,15724.8,0,26
C11,Rented,Individual,No,X2,5.0,3.0,22,12260.0,1,31
C20,Rented,Individual,No,X2,5.0,3.0,13,6040.0,0,22
C8,Owned,Individual,No,X8,15.0,3.0,12,16100.0,0,65
C2,Rented,Individual,No,X1,5.0,3.0,18,5520.0,0,21
C29,Owned,Individual,No,X4,5.0,1.0,14,9728.0,0,33
C26,Rented,Individual,No,X3,5.0,3.0,14,8040.0,0,22
C1,Rented,Individual,No,X4,5.0,3.0,22,8340.0,1,22
C6,Rented,Individual,No,X1,15.0,2.0,17,16884.0,0,75
C26,Owned,Joint,Yes,X1,7.0,4.0,4,17730.0,0,59
C21,Owned,Individual,No,X2,15.0,3.0,5,10048.0,0,35
C26,Rented,Individual,No,X4,5.0,3.0,16,21150.0,1,63
C2,Rented,Individual,No,X1,3.0,4.0,3,12780.0,0,38
C10,Owned,Joint,No,X2,2.0,4.0,18,27468.0,0,58
C20,Rented,Joint,Yes,X1,2.0,3.0,22,10264.8,0,26
C29,Rented,Individual,No,X1,8.0,3.0,6,18368.0,0,64
C2,Rented,Joint,Yes,X1,1.0,3.0,22,15876.0,0,43
C28,Owned,Individual,No,X2,5.0,3.0,22,15652.0,1,70
C2,Rented,Individual,No,X1,1.0,3.0,13,5624.0,1,29
C2,Rented,Individual,No,X1,1.0,3.0,14,12402.0,0,46
C9,Owned,Joint,Yes,X1,2.0,3.0,17,35481.6,0,75
C1,Owned,Individual,No,X1,15.0,1.0,19,17584.0,0,71
C12,Rented,Individual,No,X5,14.0,1.0,17,9536.0,0,35
C3,Rented,Joint,No,X1,5.0,3.0,21,6588.0,0,20
C9,Owned,Individual,No,X1,14.0,3.0,2,12914.0,0,54
C2,Owned,Joint,Yes,X4,3.0,3.0,22,20217.6,1,53
C23,Owned,Joint,Yes,X1,5.0,3.0,17,27450.0,1,66
C14,Owned,Individual,No,X1,9.0,1.0,22,8448.0,0,36
C9,Rented,Individual,No,X3,5.0,3.0,6,15312.0,0,57
C1,Owned,Joint,Yes,X1,3.0,3.0,8,22108.8,1,56
C2,Owned,Individual,No,X1,5.0,3.0,18,22656.0,0,75
C4,Rented,Individual,No,X6,7.0,1.0,20,10674.0,0,44
C4,Owned,Individual,No,X1,4.0,3.0,18,15314.0,0,58
C1,Rented,Individual,No,X5,2.0,1.0,19,15334.0,0,39
C2,Owned,Joint,Yes,X4,5.0,3.0,16,27557.6,0,75
C27,Rented,Individual,No,X1,5.0,3.0,14,7188.0,0,22
C20,Owned,Individual,No,X2,3.0,3.0,21,14448.0,1,66
C2,Owned,Individual,No,X2,5.0,3.0,22,11934.0,0,33
C14,Owned,Individual,No,X1,15.0,3.0,20,15158.0,0,74
C1,Rented,Joint,No,X1,2.0,1.0,18,25200.0,0,52
C9,Rented,Joint,Yes,X1,2.0,1.0,17,30144.0,0,61
C4,Owned,Individual,No,X4,5.0,3.0,6,15054.0,0,46
C5,Rented,Individual,No,X1,5.0,3.0,12,6820.0,1,21
C4,Rented,Individual,No,X1,5.0,3.0,18,10704.0,0,22
C2,Owned,Individual,No,X3,8.0,3.0,18,10386.0,1,45
C17,Rented,Individual,No,X1,1.0,4.0,17,18976.0,1,64
C11,Rented,Individual,No,X4,2.0,2.0,20,5240.0,0,23
C14,Owned,Individual,No,X1,1.0,2.0,5,12400.0,0,42
C1,Owned,Individual,No,X3,9.0,1.0,16,19410.0,0,71
C2,Owned,Joint,Yes,X1,8.0,3.0,22,19620.0,0,56
C16,Rented,Individual,No,X1,4.0,4.0,18,7980.0,0,24
C12,Rented,Individual,No,X2,1.0,1.0,16,8592.0,0,23
C9,Owned,Joint,No,X2,5.0,3.0,17,19050.0,0,51
C5,Owned,Individual,No,X3,4.0,3.0,18,5128.0,0,27
C2,Owned,Joint,Yes,X5,15.0,3.0,22,23184.0,0,43
C10,Rented,Individual,No,X1,5.0,3.0,15,9984.0,1,21
C3,Rented,Individual,No,X1,7.0,4.0,14,7740.0,1,29
C8,Rented,Individual,No,X4,5.0,3.0,17,8472.0,1,24
C24,Owned,Individual,No,X2,5.0,3.0,16,6250.0,0,24
C2,Rented,Individual,No,X1,5.0,3.0,3,11088.0,0,25
C4,Rented,Individual,No,X1,2.0,3.0,14,6480.0,0,29
C8,Owned,Individual,No,X3,2.0,3.0,22,5656.0,0,23
C7,Rented,Individual,No,X1,14.0,1.0,19,16744.0,0,68
C6,Owned,Individual,No,X2,5.0,3.0,5,15210.0,0,55
C1,Rented,Individual,No,X1,5.0,3.0,7,5272.0,0,24
C6,Rented,Individual,No,X6,2.0,3.0,17,6756.0,1,26
C2,Owned,Individual,No,X4,5.0,1.0,20,8628.0,1,38
C17,Owned,Individual,No,X1,2.0,2.0,1,14170.0,0,69
C8,Rented,Individual,No,X1,4.0,1.0,20,14982.0,0,38
C1,Owned,Joint,No,X1,1.0,1.0,16,36665.6,1,73
C4,Rented,Individual,No,X4,1.0,3.0,14,6744.0,0,25
C1,Owned,Individual,No,X1,5.0,3.0,16,17082.0,0,50
C1,Owned,Joint,Yes,X1,5.0,3.0,14,19152.0,0,46
C4,Rented,Individual,No,X1,5.0,3.0,19,10848.0,1,23
C1,Rented,Individual,No,X1,15.0,2.0,13,13100.0,0,55
C3,Owned,Individual,No,X1,1.0,1.0,16,13992.0,0,56
C2,Rented,Joint,Yes,X1,5.0,3.0,14,17136.0,0,48
C28,Rented,Individual,No,X1,5.0,3.0,1,10350.0,0,38
C26,Rented,Individual,No,X2,1.0,3.0,12,14742.0,0,51
C4,Owned,Joint,Yes,X1,15.0,1.0,1,11872.0,0,46
C17,Rented,Individual,No,X1,5.0,3.0,20,17584.0,0,60
C1,Owned,Joint,Yes,X2,15.0,3.0,8,29424.0,0,62
C20,Owned,Individual,No,X1,5.0,3.0,10,12320.0,0,38
C24,Owned,Joint,Yes,X1,1.0,3.0,19,23872.8,0,60
C4,Rented,Individual,No,X6,5.0,3.0,18,6290.0,0,22
C1,Owned,Individual,No,X1,8.0,3.0,5,19104.0,1,73
C6,Rented,Joint,Yes,X3,4.0,3.0,13,19571.2,0,53
C5,Rented,Individual,No,X1,5.0,3.0,14,6390.0,0,22
C7,Owned,Individual,No,X7,1.0,3.0,4,20832.0,0,67
C4,Rented,Individual,No,X1,5.0,3.0,17,7200.0,0,32
C3,Owned,Individual,No,X1,5.0,3.0,22,4784.0,0,28
C3,Owned,Individual,No,X1,5.0,2.0,18,7920.0,0,37
C3,Rented,Individual,No,X1,1.0,1.0,19,17706.0,1,54
C2,Owned,Individual,No,X3,15.0,3.0,18,18004.0,0,67
C1,Rented,Individual,No,X1,13.0,3.0,21,17940.0,0,68
C5,Owned,Joint,Yes,X1,4.0,3.0,1,25036.8,0,43
C1,Rented,Individual,No,X4,9.0,3.0,8,13620.0,0,37
C7,Owned,Individual,No,X2,6.0,3.0,14,10480.0,0,46
C2,Owned,Individual,No,X2,15.0,3.0,18,16770.0,0,45
C10,Owned,Joint,Yes,X1,4.0,3.0,21,14592.0,0,41
C7,Rented,Joint,Yes,X1,5.0,3.0,20,15030.4,0,33
C23,Owned,Individual,No,X3,5.0,3.0,17,15158.0,0,68
C1,Rented,Individual,No,X1,4.0,1.0,1,15652.0,0,63
C17,Owned,Individual,No,X2,9.0,3.0,21,16410.0,0,63
C2,Owned,Individual,No,X1,5.0,3.0,20,16248.0,0,42
C1,Owned,Joint,Yes,X1,7.0,4.0,7,25410.0,0,65
C24,Owned,Individual,No,X1,14.0,2.0,17,19936.0,1,67
C13,Rented,Individual,No,X4,1.0,4.0,4,11124.0,0,34
C23,Owned,Individual,No,X1,5.0,3.0,18,6330.0,0,25
C10,Rented,Individual,No,X1,2.0,1.0,12,15096.0,1,45
C25,Owned,Joint,No,X4,15.0,4.0,22,21985.6,1,69
C2,Owned,Individual,No,X4,9.0,3.0,22,17108.0,0,60
C1,Rented,Individual,No,X1,5.0,3.0,22,6290.0,1,22
C13,Rented,Individual,No,X1,3.0,4.0,2,10296.0,0,29
C1,Owned,Individual,No,X2,15.0,3.0,19,17556.0,0,52
C5,Rented,Individual,No,X2,1.0,1.0,5,13158.0,0,26
C32,Owned,Individual,No,X5,5.0,3.0,21,23712.0,0,75
C10,Rented,Individual,No,X2,9.0,1.0,21,15720.0,0,47
C32,Rented,Individual,No,X1,5.0,3.0,4,3846.0,0,22
C1,Rented,Joint,Yes,X2,7.0,3.0,20,22531.6,0,57
C10,Owned,Individual,No,X1,6.0,3.0,21,12420.0,1,52
C6,Rented,Individual,No,X3,2.0,1.0,21,8722.0,0,24
C7,Owned,Individual,No,X4,15.0,3.0,21,16212.0,0,67
C4,Owned,Individual,No,X4,5.0,3.0,21,13464.0,0,57
C1,Rented,Individual,No,X1,5.0,3.0,21,24586.0,0,75
C4,Owned,Individual,No,X3,5.0,3.0,12,13056.0,1,48
C3,Owned,Joint,Yes,X1,6.0,1.0,8,19260.0,0,34
C16,Owned,Joint,No,X2,5.0,3.0,2,18018.0,0,69
C13,Owned,Individual,No,X1,15.0,3.0,4,20952.0,0,75
C4,Rented,Joint,Yes,X1,7.0,3.0,18,26685.0,0,75
C4,Rented,Individual,No,X1,14.0,3.0,18,15236.0,1,55
C2,Owned,Individual,No,X4,5.0,4.0,22,8554.0,0,36
C3,Owned,Individual,No,X1,15.0,1.0,19,14146.0,0,49
C3,Rented,Individual,No,X3,5.0,3.0,2,3984.0,0,20
C11,Rented,Individual,No,X1,5.0,3.0,22,4944.0,1,23
C1,Rented,Individual,No,X3,5.0,3.0,19,7464.0,0,27
C2,Owned,Individual,No,X1,7.0,2.0,13,10192.0,1,42
C4,Owned,Individual,No,X2,2.0,3.0,16,4952.0,0,27
C11,Owned,Individual,No,X5,1.0,1.0,12,12380.0,0,40
C1,Rented,Individual,No,X5,1.0,3.0,13,8764.0,0,35
C1,Owned,Individual,No,X2,15.0,2.0,17,15792.0,1,54
C9,Owned,Individual,No,X3,5.0,3.0,16,12348.0,1,38
C10,Owned,Individual,No,X2,2.0,4.0,17,12040.0,0,34
C2,Owned,Individual,No,X2,5.0,3.0,13,17004.0,0,55
C22,Owned,Individual,No,X3,3.0,3.0,21,20264.0,0,71
C33,Owned,Individual,No,X1,13.0,3.0,18,11560.0,0,57
C1,Rented,Individual,No,X5,5.0,3.0,7,9632.0,0,24
C1,Owned,Individual,No,X2,8.0,1.0,8,13260.0,0,59
C1,Rented,Individual,No,X1,3.0,3.0,5,4808.0,0,26
C1,Rented,Individual,No,X6,5.0,3.0,22,4068.0,0,19
C2,Owned,Individual,No,X1,1.0,3.0,21,12690.0,0,49
C3,Rented,Individual,No,X1,15.0,4.0,14,7560.0,0,44
C34,Rented,Joint,Yes,X1,5.0,3.0,6,10180.8,0,28
C1,Owned,Individual,No,X4,5.0,4.0,22,12560.0,1,49
C13,Rented,Individual,No,X1,5.0,3.0,2,9918.0,0,29
C11,Owned,Individual,No,X2,15.0,2.0,20,14808.0,0,40
C2,Rented,Individual,No,X1,11.0,1.0,22,19824.0,1,50
C2,Owned,Individual,No,X1,14.0,1.0,22,19560.0,1,70
C13,Rented,Individual,No,X1,15.0,4.0,22,15288.0,0,60
C1,Rented,Individual,No,X1,6.0,1.0,13,17580.0,0,59
C7,Owned,Joint,Yes,X4,5.0,3.0,20,21912.0,0,35
C2,Rented,Individual,No,X2,5.0,3.0,11,22432.0,0,62
C1,Owned,Individual,No,X5,6.0,3.0,5,7500.0,0,27
C2,Owned,Individual,No,X1,1.0,1.0,14,10962.0,0,54
C2,Owned,Joint,Yes,X2,7.0,3.0,22,16614.4,0,44
C1,Owned,Individual,No,X1,5.0,3.0,22,15574.0,0,70
C4,Owned,Individual,No,X2,1.0,3.0,7,8834.0,0,28
C2,Rented,Individual,No,X1,5.0,3.0,22,3690.0,0,21
C1,Owned,Individual,No,X1,2.0,2.0,17,19440.0,1,58
C6,Owned,Individual,No,X4,5.0,3.0,2,6360.0,0,33
C1,Owned,Joint,Yes,X4,5.0,3.0,12,17063.2,0,35
C3,Rented,Individual,No,X2,5.0,3.0,16,12150.0,0,28
C10,Owned,Individual,No,X4,15.0,3.0,18,14688.0,0,51
C9,Rented,Individual,No,X1,5.0,3.0,20,7596.0,0,26
C27,Owned,Individual,No,X1,5.0,3.0,4,14388.0,0,43
C1,Owned,Joint,Yes,X1,5.0,3.0,16,29475.0,0,75
C1,Owned,Individual,No,X1,5.0,3.0,13,17920.0,0,75
C19,Owned,Individual,No,X1,1.0,4.0,1,17728.0,0,75
C1,Owned,Individual,No,X1,5.0,3.0,22,4808.0,0,25
C2,Owned,Individual,No,X6,8.0,1.0,12,9674.0,0,30
C25,Rented,Individual,No,X1,5.0,3.0,21,9562.0,0,22
C3,Owned,Individual,No,X1,7.0,4.0,22,5168.0,1,27
C1,Owned,Joint,Yes,X1,3.0,3.0,5,23088.8,0,68
C3,Owned,Individual,No,X2,1.0,1.0,22,7932.0,1,23
C4,Rented,Individual,No,X3,5.0,3.0,7,5504.0,0,20
C4,Rented,Individual,No,X1,4.0,1.0,7,9534.0,0,28
C2,Owned,Individual,No,X2,14.0,4.0,22,23902.0,0,75
C2,Rented,Individual,No,X1,5.0,3.0,3,8724.0,0,29
C2,Owned,Joint,Yes,X4,2.0,3.0,22,15816.0,0,35
C17,Owned,Individual,No,X2,5.0,3.0,1,17130.0,0,75
C9,Owned,Joint,Yes,X1,5.0,3.0,2,24066.0,0,67
C1,Owned,Individual,No,X2,7.0,3.0,22,8708.0,0,33
C4,Owned,Individual,No,X1,15.0,3.0,7,18624.0,0,75
C11,Rented,Individual,No,X1,5.0,3.0,18,11860.0,0,50
C32,Rented,Individual,No,X4,5.0,3.0,14,8232.0,0,23
C5,Rented,Individual,No,X4,2.0,3.0,18,9394.0,0,26
C29,Rented,Individual,No,X5,5.0,3.0,22,7400.0,0,25
C2,Owned,Individual,No,X3,7.0,3.0,18,9664.0,0,33
C3,Owned,Individual,No,X1,6.0,4.0,17,16100.0,1,68
C16,Rented,Joint,No,X1,4.0,3.0,10,24752.0,0,53
C4,Owned,Individual,No,X3,5.0,1.0,18,10656.0,0,49
C1,Owned,Individual,No,X1,8.0,3.0,21,14544.0,0,51
C20,Rented,Individual,No,X1,5.0,3.0,15,10480.0,1,59
C1,Owned,Individual,No,X1,3.0,1.0,5,24928.0,0,75
C3,Rented,Individual,No,X3,5.0,3.0,14,7116.0,0,38
C1,Rented,Individual,No,X3,5.0,3.0,20,6730.0,1,27
C3,Rented,Individual,No,X1,5.0,3.0,14,9366.0,0,22
C4,Owned,Individual,No,X2,4.0,3.0,1,16530.0,0,75
C1,Owned,Individual,No,X3,15.0,1.0,17,17520.0,0,59
C21,Rented,Individual,No,X3,1.0,1.0,19,7370.0,0,24
C9,Rented,Individual,No,X5,6.0,1.0,21,18356.0,0,56
C7,Owned,Joint,Yes,X6,12.0,2.0,20,20798.4,0,52
C8,Rented,Individual,No,X4,5.0,2.0,9,22496.0,0,75
C2,Rented,Individual,No,X1,15.0,3.0,17,19620.0,0,75
C4,Rented,Individual,No,X3,4.0,3.0,18,20070.0,0,75
C2,Rented,Joint,No,X4,3.0,3.0,22,23856.0,1,55
C6,Rented,Individual,No,X1,7.0,2.0,13,9486.0,0,28
C4,Owned,Joint,Yes,X2,5.0,3.0,21,23833.6,0,74
C5,Rented,Individual,No,X2,5.0,3.0,18,6420.0,0,23
C6,Owned,Individual,No,X1,5.0,3.0,15,15960.0,0,75
C12,Rented,Individual,No,X4,5.0,3.0,22,6816.0,0,26
C1,Owned,Individual,No,X1,7.0,2.0,17,18360.0,0,55
C11,Owned,Individual,No,X4,1.0,3.0,10,12006.0,1,38
C1,Owned,Individual,No,X1,6.0,3.0,19,10160.0,0,31
C12,Rented,Individual,No,X4,2.0,1.0,17,15984.0,0,42
C1,Rented,Individual,No,X1,8.0,3.0,16,8680.0,0,30
C1,Owned,Individual,No,X2,8.0,1.0,16,13992.0,1,47
C2,Owned,Joint,No,X2,15.0,3.0,13,25849.6,0,75
C2,Rented,Individual,No,X3,5.0,3.0,14,7140.0,0,23
C2,Rented,Joint,Yes,X2,10.0,1.0,21,21510.0,0,32
C3,Owned,Individual,No,X1,2.0,1.0,16,23552.0,1,74
C2,Rented,Individual,No,X1,5.0,3.0,15,8680.0,1,24
C3,Owned,Individual,No,X2,5.0,3.0,18,6020.0,0,25
C5,Rented,Individual,No,X3,5.0,3.0,18,6840.0,0,22
C14,Owned,Individual,No,X1,2.0,4.0,20,12020.0,0,41
C7,Owned,Joint,Yes,X1,15.0,4.0,22,21894.4,0,53
C4,Owned,Individual,No,X1,1.0,2.0,15,15574.0,1,57
C23,Owned,Individual,No,X2,1.0,1.0,20,8778.0,0,28
C9,Owned,Individual,No,X2,2.0,1.0,2,9468.0,0,39
C4,Owned,Joint,Yes,X1,1.0,3.0,5,12747.0,1,36
C19,Rented,Individual,No,X1,2.0,3.0,1,4896.0,0,22
C2,Owned,Joint,Yes,X2,5.0,3.0,3,24675.2,0,59
C25,Rented,Individual,No,X6,5.0,3.0,2,7320.0,0,19
C1,Owned,Joint,Yes,X1,15.0,3.0,20,28710.0,0,59
C1,Owned,Individual,No,X1,3.0,3.0,21,23472.0,0,75
C10,Rented,Individual,No,X4,3.0,2.0,16,13770.0,0,46
C5,Owned,Joint,Yes,X3,5.0,3.0,18,33048.0,0,74
C3,Owned,Individual,No,X2,2.0,3.0,21,15696.0,0,64
C8,Owned,Individual,No,X1,2.0,2.0,1,5940.0,0,29
C19,Rented,Individual,No,X1,5.0,3.0,1,3306.0,0,21
C1,Rented,Individual,No,X4,3.0,3.0,21,12078.0,0,54
C2,Owned,Individual,No,X2,5.0,3.0,22,8028.0,1,28
C13,Rented,Individual,No,X4,2.0,3.0,22,3684.0,0,24
C15,Owned,Joint,Yes,X1,5.0,3.0,12,20940.0,0,51
C3,Owned,Joint,No,X1,1.0,1.0,12,20640.0,0,55
C1,Owned,Individual,No,X1,15.0,1.0,16,8414.0,1,36
C18,Owned,Individual,No,X1,9.0,1.0,19,18452.0,0,74
C8,Owned,Individual,No,X2,5.0,3.0,13,10304.0,0,20
C14,Rented,Individual,No,X1,5.0,3.0,21,17758.0,0,47
C2,Rented,Individual,No,X6,4.0,3.0,22,15144.0,0,62
C2,Rented,Individual,No,X4,5.0,3.0,17,8664.0,1,21
C5,Rented,Joint,Yes,X1,5.0,3.0,14,11366.4,0,33
C27,Rented,Individual,No,X1,1.0,2.0,13,10494.0,0,25
C12,Owned,Joint,Yes,X4,5.0,3.0,16,26012.8,0,42
C21,Owned,Joint,Yes,X3,15.0,3.0,21,30996.0,1,70
C3,Rented,Individual,No,X1,3.0,3.0,22,10656.0,0,24
C8,Owned,Individual,No,X4,5.0,3.0,20,6550.0,0,30
C1,Owned,Individual,No,X1,10.0,3.0,7,10752.0,0,39
C4,Owned,Individual,No,X4,6.0,3.0,22,11360.0,0,32
C18,Owned,Individual,No,X1,15.0,1.0,1,12430.0,0,40
C4,Rented,Individual,No,X2,5.0,3.0,8,9464.0,0,19
C1,Rented,Individual,No,X6,2.0,1.0,16,11660.0,0,57
C4,Owned,Joint,Yes,X2,15.0,3.0,16,28224.0,0,75
C21,Owned,Joint,Yes,X7,3.0,1.0,17,14918.4,0,40
C9,Owned,Individual,No,X3,5.0,3.0,4,6792.0,0,33
C13,Rented,Individual,No,X4,5.0,3.0,6,7010.0,0,20
C2,Owned,Individual,No,X1,1.0,3.0,22,23472.0,0,75
C1,Rented,Individual,No,X1,7.0,1.0,5,15180.0,0,46
C1,Rented,Individual,No,X1,5.0,3.0,13,7020.0,1,20
C2,Owned,Individual,No,X4,5.0,3.0,3,16478.0,0,60
C15,Owned,Joint,Yes,X4,4.0,3.0,8,18930.0,1,54
C11,Rented,Joint,No,X1,1.0,2.0,2,24735.2,0,74
C3,Owned,Individual,No,X1,2.0,3.0,6,9856.0,1,28
C2,Owned,Individual,No,X1,5.0,3.0,21,10656.0,0,32
C12,Rented,Individual,No,X3,5.0,3.0,20,9758.0,0,21
C24,Rented,Individual,No,X2,5.0,3.0,2,18330.0,0,61
C25,Rented,Joint,Yes,X2,5.0,3.0,16,28953.6,0,49
C1,Owned,Joint,Yes,X4,3.0,4.0,22,23270.4,1,58
C1,Owned,Joint,Yes,X1,7.0,4.0,22,15696.0,0,41
C3,Owned,Individual,No,X2,15.0,3.0,18,16856.0,1,75
C2,Owned,Joint,No,X3,15.0,4.0,22,30419.2,0,56
C21,Rented,Individual,No,X2,5.0,3.0,13,7164.0,0,25
C32,Rented,Individual,No,X1,1.0,3.0,21,9904.0,0,26
C3,Owned,Joint,Yes,X2,5.0,3.0,21,16435.2,1,34
C7,Owned,Individual,No,X2,15.0,3.0,17,17984.0,1,65
C3,Owned,Joint,No,X1,3.0,2.0,13,25092.0,0,58
C3,Rented,Individual,No,X1,5.0,3.0,18,9632.0,0,23
C20,Rented,Individual,No,X1,5.0,3.0,18,7416.0,1,35
C2,Owned,Joint,Yes,X1,5.0,3.0,21,19699.2,0,37
C3,Rented,Individual,No,X2,1.0,1.0,15,9840.0,0,22
C9,Owned,Joint,Yes,X2,5.0,3.0,6,27372.8,0,50
C1,Owned,Individual,No,X1,15.0,3.0,18,14784.0,0,65
C1,Owned,Individual,No,X6,1.0,1.0,19,18356.0,0,63
C3,Rented,Individual,No,X3,5.0,3.0,6,4086.0,0,21
C13,Owned,Individual,No,X4,5.0,3.0,2,13728.0,0,65
C11,Rented,Individual,No,X6,5.0,3.0,10,4356.0,0,20
C5,Rented,Individual,No,X4,5.0,3.0,5,7932.0,0,29
C33,Rented,Individual,No,X1,6.0,4.0,4,17276.0,0,57
C13,Owned,Individual,No,X3,3.0,2.0,15,9936.0,1,25
C1,Rented,Individual,No,X3,10.0,1.0,19,15768.0,0,44
C8,Rented,Individual,No,X2,5.0,3.0,21,5576.0,0,23
C3,Rented,Individual,No,X1,15.0,2.0,9,13280.0,0,45
C6,Owned,Individual,No,X2,8.0,3.0,1,18080.0,0,72
C4,Owned,Individual,No,X2,4.0,3.0,5,9424.0,1,37
C21,Rented,Individual,No,X1,2.0,2.0,15,13728.0,1,55
C9,Rented,Individual,No,X6,5.0,3.0,22,4500.0,0,23
C19,Owned,Individual,No,X3,3.0,3.0,16,12360.0,0,55
C4,Owned,Individual,No,X1,11.0,3.0,9,18496.0,0,75
C8,Rented,Individual,No,X2,5.0,3.0,8,18120.0,0,63
C1,Owned,Individual,No,X1,5.0,3.0,18,20224.0,1,75
C3,Owned,Individual,No,X1,5.0,3.0,18,5008.0,0,26
C1,Owned,Individual,No,X3,15.0,2.0,20,15912.0,1,72
C2,Rented,Individual,No,X1,2.0,2.0,22,10656.0,0,23
C2,Owned,Joint,Yes,X2,2.0,3.0,22,17640.0,0,34
C11,Rented,Individual,No,X1,5.0,3.0,21,9422.0,0,28
C23,Rented,Joint,Yes,X1,5.0,3.0,17,7859.2,1,28
C8,Owned,Joint,Yes,X1,4.0,1.0,22,10096.0,0,29
C2,Owned,Individual,No,X1,5.0,3.0,14,7210.0,0,27
C2,Owned,Individual,No,X2,8.0,3.0,14,4776.0,0,29
C5,Owned,Joint,Yes,X2,5.0,3.0,16,18956.0,0,40
C15,Owned,Joint,Yes,X4,15.0,3.0,18,23076.0,0,54
C1,Owned,Joint,Yes,X1,8.0,3.0,21,30039.0,1,70
C24,Owned,Individual,No,X1,6.0,2.0,1,14768.0,0,60
C4,Rented,Individual,No,X1,1.0,3.0,2,12210.0,0,40
C5,Rented,Individual,No,X1,1.0,1.0,19,8976.0,0,29
C4,Rented,Individual,No,X1,5.0,3.0,12,5950.0,0,26
C1,Rented,Individual,No,X1,4.0,3.0,19,9058.0,0,26
C3,Owned,Individual,No,X5,5.0,3.0,22,20880.0,0,64
C6,Rented,Individual,No,X3,7.0,3.0,17,11600.0,0,54
C1,Owned,Individual,No,X4,5.0,3.0,8,16032.0,0,61
C3,Owned,Individual,No,X1,14.0,3.0,9,20370.0,0,75
C14,Rented,Individual,No,X4,5.0,2.0,13,7882.0,0,26
C10,Owned,Individual,No,X1,3.0,3.0,3,8220.0,0,35
C19,Owned,Individual,No,X1,15.0,3.0,1,15008.0,0,68
C1,Rented,Individual,No,X1,5.0,3.0,8,7464.0,1,39
C1,Owned,Individual,No,X2,9.0,3.0,19,15002.0,0,66
C11,Rented,Individual,No,X1,5.0,3.0,16,10016.0,0,25
C2,Owned,Individual,No,X1,15.0,4.0,22,24300.0,0,75
C3,Rented,Individual,No,X1,9.0,3.0,2,11760.0,1,45
C11,Owned,Individual,No,X1,5.0,3.0,20,9856.0,0,42
C36,Rented,Individual,No,X3,5.0,2.0,22,15054.0,0,63
C17,Rented,Individual,No,X4,5.0,3.0,1,8400.0,0,30
C5,Rented,Individual,No,X1,5.0,3.0,1,6500.0,0,21
C1,Owned,Individual,No,X1,11.0,2.0,19,16068.0,0,62
C4,Owned,Joint,Yes,X1,1.0,3.0,18,25410.0,0,69
C20,Rented,Individual,No,X3,5.0,3.0,6,5880.0,0,22
C1,Owned,Joint,Yes,X1,5.0,3.0,16,22167.6,0,68
C2,Owned,Individual,No,X2,12.0,3.0,18,11448.0,0,36
C9,Owned,Individual,No,X4,11.0,3.0,22,11124.0,0,36
C1,Owned,Individual,No,X1,4.0,3.0,22,12600.0,1,38
C6,Rented,Individual,No,X2,5.0,3.0,10,5176.0,0,25
C19,Owned,Joint,Yes,X5,2.0,2.0,1,27504.0,0,70
C29,Rented,Individual,No,X1,5.0,3.0,22,6552.0,0,38
C7,Owned,Individual,No,X4,5.0,3.0,18,5288.0,0,24
C1,Owned,Individual,No,X2,7.0,2.0,16,13838.0,1,35
C17,Owned,Individual,No,X2,8.0,2.0,1,8496.0,0,43
C14,Rented,Individual,No,X1,3.0,1.0,2,5232.0,0,28
C21,Owned,Individual,No,X1,9.0,4.0,15,18368.0,0,64
C7,Owned,Individual,No,X1,5.0,3.0,1,17760.0,0,69
C1,Rented,Individual,No,X1,6.0,1.0,17,11340.0,0,47
C13,Owned,Joint,Yes,X1,15.0,3.0,20,28800.0,0,71
C6,Rented,Individual,No,X3,5.0,3.0,22,7010.0,0,19
C18,Rented,Individual,No,X3,5.0,3.0,2,12660.0,0,47
C2,Owned,Individual,No,X1,5.0,3.0,18,7956.0,0,27
C11,Rented,Joint,Yes,X2,1.0,3.0,17,10272.0,0,29
C3,Owned,Individual,No,X2,5.0,3.0,12,8778.0,0,24
C4,Rented,Individual,No,X1,5.0,3.0,18,12440.0,0,50
C9,Owned,Individual,No,X2,5.0,3.0,22,9472.0,0,46
C26,Rented,Individual,No,X1,4.0,1.0,18,4428.0,0,24
C16,Rented,Individual,No,X1,5.0,3.0,17,5096.0,0,21
C14,Owned,Individual,No,X1,5.0,3.0,18,17304.0,0,72
C1,Owned,Individual,No,X1,4.0,4.0,16,18944.0,0,75
C3,Owned,Individual,No,X1,9.0,3.0,21,13120.0,0,42
C2,Owned,Individual,No,X2,4.0,3.0,3,14480.0,0,44
C4,Owned,Individual,No,X3,9.0,3.0,5,15764.0,0,61
C1,Owned,Individual,No,X2,6.0,3.0,22,16562.0,1,48
